dt,date,pressure,wind_speed,wind_gust
1705269600,2024-01-14 22:00:00+00:00,1009.6,2.4758837,3.7
1705273200,2024-01-14 23:00:00+00:00,1009.6,3.1144822,4.4
1705276800,2024-01-15 00:00:00+00:00,1010.3,3.405877,4.8
1705280400,2024-01-15 01:00:00+00:00,1011.7,3.9597979,5.4
1705284000,2024-01-15 02:00:00+00:00,1012.0,4.1868844,5.6
1705287600,2024-01-15 03:00:00+00:00,1012.0,4.596738,6.1
1705291200,2024-01-15 04:00:00+00:00,1012.1,4.0360875,6.1
1705294800,2024-01-15 05:00:00+00:00,1011.7,4.3931766,5.8000007
1705298400,2024-01-15 06:00:00+00:00,1010.8,5.0249376,6.6
1705302000,2024-01-15 07:00:00+00:00,1009.5,4.7423625,6.6
1705305600,2024-01-15 08:00:00+00:00,1008.4,4.1773195,6.4
1705309200,2024-01-15 09:00:00+00:00,1008.3,4.103657,5.7
1705312800,2024-01-15 10:00:00+00:00,1008.6,4.596738,6.1
1705316400,2024-01-15 11:00:00+00:00,1009.1,4.920366,6.5
1705320000,2024-01-15 12:00:00+00:00,1009.8,4.0816665,6.5
1705323600,2024-01-15 13:00:00+00:00,1010.2,2.9832866,4.3
1705327200,2024-01-15 14:00:00+00:00,1010.9,2.2022715,4.2
1705330800,2024-01-15 15:00:00+00:00,1011.3,3.138471,4.0
1705334400,2024-01-15 16:00:00+00:00,1011.5,4.8270073,6.1
1705338000,2024-01-15 17:00:00+00:00,1011.8,5.5569777,7.9000006
1705341600,2024-01-15 18:00:00+00:00,1011.6,3.535534,7.5
1705345200,2024-01-15 19:00:00+00:00,1010.9,3.4885528,5.4
1705348800,2024-01-15 20:00:00+00:00,1009.7,2.9681644,5.3
1705352400,2024-01-15 21:00:00+00:00,1009.3,2.8653097,4.6
1705356000,2024-01-15 22:00:00+00:00,1009.3,3.940812,5.4
1705359600,2024-01-15 23:00:00+00:00,1009.6,2.8017852,5.7
1705363200,2024-01-16 00:00:00+00:00,1010.6,3.4014702,5.2
1705366800,2024-01-16 01:00:00+00:00,1011.2,2.8442926,4.4
1705370400,2024-01-16 02:00:00+00:00,1012.1,3.4,6.9
1705374000,2024-01-16 03:00:00+00:00,1012.2,2.2022715,5.1
1705377600,2024-01-16 04:00:00+00:00,1012.2,3.8483763,5.6
1705381200,2024-01-16 05:00:00+00:00,1011.6,2.624881,5.6
1705384800,2024-01-16 06:00:00+00:00,1010.5,4.1593266,5.6
1705388400,2024-01-16 07:00:00+00:00,1009.4,4.709564,7.0
